Question,True_Title,Recalling,Recall_Weight
在招投标过程中，哪些情况会被记录为不良信用信息？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
《上海市建筑市场信用信息管理办法》适用于哪些活动？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
本市建筑市场信用信息的监督管理和综合协调由哪个部门负责？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
上海市公共资源交易综合专家库的管理办法由哪个部门制定？,上海市公共资源交易管理办法,1,2
电子开标的具体时间和方式是如何确定的？,上海市公共资源交易管理办法,0,
响应方提交的电子投标保函和电子履约保函是否会被限制或拒收？,上海市公共资源交易管理办法,0,
供应商在上海市公共资源场内交易中，哪些行为会导致信用记分降低？,上海市公共资源场内交易信用记分管理办法（试行）,1,7
信用记分较低对供应商参与上海市公共资源交易有哪些影响？,上海市公共资源场内交易信用记分管理办法（试行）,0,
供应商对信用记分有异议时，应该如何处理？,上海市公共资源场内交易信用记分管理办法（试行）,0,
《上海行政规范性文件制定和备案规定》对规范性文件有效期管理有何要求？,上海市农业委员会关于延长《关于切实加强土地流转管理工作的通知》规范性文件有效期的通知,1,1
《关于切实加强土地流转管理工作的通知》的有效期延长是否需要公告？,上海市农业委员会关于延长《关于切实加强土地流转管理工作的通知》规范性文件有效期的通知,1,1
《关于切实加强土地流转管理工作的通知》的有效期延长至何时？,上海市农业委员会关于延长《关于切实加强土地流转管理工作的通知》规范性文件有效期的通知,1,1
国有创业投资企业在投资协议中可以事前约定哪些内容？,上海市发展和改革委员会、上海市国有资产监督管理委员会关于下发《上海市国有创业投资企业股权转让管理暂行办法》的通知,1,1
国有创业投资企业需要进行哪些备案和检查程序？,上海市发展和改革委员会、上海市国有资产监督管理委员会关于下发《上海市国有创业投资企业股权转让管理暂行办法》的通知,1,1
国有参股的创业投资企业在转让股权时，应遵循哪些规定？,上海市发展和改革委员会、上海市国有资产监督管理委员会关于下发《上海市国有创业投资企业股权转让管理暂行办法》的通知,1,1
公共资源交易分平台在信息交换方面有哪些具体要求？,上海市发展和改革委员会、上海市财政局、上海市住房和城乡建设管理委员会等关于印发《上海市公共资源交易平台管理暂行办法》的通知(2020修订),1,1
在公共资源交易中，失信主体和守信主体分别会受到哪些具体的影响？,上海市发展和改革委员会、上海市财政局、上海市住房和城乡建设管理委员会等关于印发《上海市公共资源交易平台管理暂行办法》的通知(2020修订),1,1
在公共资源交易数据管理过程中，如何确保数据安全？,上海市发展和改革委员会、上海市财政局、上海市住房和城乡建设管理委员会等关于印发《上海市公共资源交易平台管理暂行办法》的通知(2020修订),1,4
综合监管系统在公共资源交易中扮演什么角色？,上海市发展和改革委员会关于印发《上海市公共资源交易平台升级改造工作方案》的通知,1,3
上海市公共资源交易平台升级改造后，将提供哪些标准化服务？,上海市发展和改革委员会关于印发《上海市公共资源交易平台升级改造工作方案》的通知,1,1
上海市公共资源交易平台升级改造项目的实施载体是如何确定的？,上海市发展和改革委员会关于印发《上海市公共资源交易平台升级改造工作方案》的通知,1,2
上海市公共资源交易目录是否会进行调整？调整的原则是什么？,上海市发展和改革委员会关于印发《上海市公共资源交易目录(2020年版)》的通知,1,1
国有产权交易中，哪些主体可以进行产权转让？,上海市发展和改革委员会关于印发《上海市公共资源交易目录(2020年版)》的通知,0,
在房屋建筑工程招标中，除了施工和监理，还需要招标哪些相关服务？,上海市发展和改革委员会关于印发《上海市公共资源交易目录(2020年版)》的通知,0,
上海市发展改革委在碳排放核查第三方机构管理中的职责是什么？,上海市发展和改革委员会关于印发《上海市碳排放核查第三方机构管理暂行办法》的通知,1,1
申请备案的机构在项目经验方面有哪些具体要求？,上海市发展和改革委员会关于印发《上海市碳排放核查第三方机构管理暂行办法》的通知,1,1
哪些单位和活动适用于《上海市碳排放核查第三方机构管理暂行办法》？,上海市发展和改革委员会关于印发《上海市碳排放核查第三方机构管理暂行办法》的通知,1,1
企业进行网络同步拍卖需要配备哪些硬件设施和网络环境？,上海市商务委、市工商局关于印发《关于建设拍卖公共平台推进网络同步拍卖的指导意见》的通知,1,3
在进行网络同步拍卖时，需要完善哪些规章制度？,上海市商务委、市工商局关于印发《关于建设拍卖公共平台推进网络同步拍卖的指导意见》的通知,1,4
上海市拍卖行业公共平台计划在哪些领域率先应用网络同步拍卖？,上海市商务委、市工商局关于印发《关于建设拍卖公共平台推进网络同步拍卖的指导意见》的通知,1,1
上海市公共资源拍卖监督管理委员会的成员单位是如何确定的？,上海市商务委员会,1,4
上海市公共资源拍卖中心在成立后需要履行哪些职能？,上海市商务委员会,1,4
上海市公共资源拍卖中心如何提升管理水平和服务质量？,上海市商务委员会,0,
竞买人参与公共资源拍卖需要履行哪些手续和遵守哪些规定？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,2
公共资源拍卖平台必须具备哪些功能和设施？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,3
上海市公共资源拍卖活动的监管部门有哪些？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
土地使用权出让有哪些主要方式？,上海市土地使用权出让办法,1,1
受让人未按合同约定的开发期限开发土地，会有什么后果？,上海市土地使用权出让办法,1,1
在进行土地使用权出让后的房地产开发时，需要办理哪些申请审批手续？,上海市土地使用权出让办法,1,2
大型居住社区工程建设中，如何获取相关咨询服务和支持？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
建设管理部门在大型居住社区项目工程建设安全质量监督中，如何处理发现的重大安全质量问题？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
大型居住社区建设项目的审批流程有哪些优化措施？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
办理上海市建设工程勘察项目的直接发包和合同备案手续时，应该去哪里提交材料？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
施工单位在组建工程项目管理机构时，是否必须设立质量管理小组？,上海市城乡建设和管理委员会关于印发《上海市建筑施工企业施工现场项目管理机构关键岗位人员配备指南》的通知,1,1
在项目管理机构中，材料员的职责是否包括取样员和试验员的职责？,上海市城乡建设和管理委员会关于印发《上海市建筑施工企业施工现场项目管理机构关键岗位人员配备指南》的通知,1,1
在工程投标过程中，施工单位如何处理项目管理机构关键岗位人员的配备和更换问题？,上海市城乡建设和管理委员会关于印发《上海市建筑施工企业施工现场项目管理机构关键岗位人员配备指南》的通知,1,1
在上海市的建设工程施工暂估价招标中，哪些单位可以作为招标人？,上海市城乡建设和管理委员会关于启用建设工程施工暂估价招投标服务系统的通知,1,1
在上海市的建设工程施工暂估价招标中，评标专家是如何选取的？,上海市城乡建设和管理委员会关于启用建设工程施工暂估价招投标服务系统的通知,1,1
对于2014年8月1日前已完成施工总承包招投标但尚未进行施工暂估价招标的项目，应如何处理？,上海市城乡建设和管理委员会关于启用建设工程施工暂估价招投标服务系统的通知,1,1
一体化招标项目从何时起需要通过电子招标投标系统进行招标登记？,上海市城乡建设和管理委员会关于启用建设工程电子招标投标办事信息系统的通知,1,1
区（县）招投标管理部门和建设工程交易中心在开评标场所需要配备哪些设备？,上海市城乡建设和管理委员会关于启用建设工程电子招标投标办事信息系统的通知,1,4
电子招标投标办事信息系统的业务指导和技术支持由哪些单位负责？,上海市城乡建设和管理委员会关于启用建设工程电子招标投标办事信息系统的通知,1,2
如果用地单位没有条件进行土地复垦，应该怎么处理？,上海市实施《中华人民共和国土地管理法》办法,1,2
截留、侵占或挪用征地费用，除了追回费用外，还会面临哪些法律责任？,上海市实施《中华人民共和国土地管理法》办法,1,1
建设用地申请受理后，土地管理部门需要在多少天内完成供地方案的拟订并报批？,上海市实施《中华人民共和国土地管理法》办法,1,1
长期亏损、资不抵债的企业在进行分立、破产或资产重组时，能否获得法律支持？,上海市工商行政管理局关于进一步支持本市企业改制和拓展国内市场的若干意见,1,1
大集团在进行内部资产重组和联合登记注册时，是否需要提交资产评估证明？,上海市工商行政管理局关于进一步支持本市企业改制和拓展国内市场的若干意见,0,
以合并方式设立大集团的企业在登记注册时享受哪些优惠政策？,上海市工商行政管理局关于进一步支持本市企业改制和拓展国内市场的若干意见,1,1
房地产的风险责任在什么时间点转移给受让人？,上海市房地产转让办法,1,1
预购人能否自由转让预售商品房？,上海市房地产转让办法,1,1
上海市公共资源拍卖中心的组建主体是谁？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
监督管理委员会办公室设在哪里？其工作职责是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,7
上海市公共资源拍卖中心的运作模式是怎样的？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,2
市财政部门如何管理政府采购供应商库？,上海市政府采购实施办法,1,1
采购代理机构是否需要定期参加政府采购政策法规培训？,上海市政府采购实施办法,0,
政府采购项目中，采购人能否超出规定的经费预算标准或资产配置标准编制预算？,上海市政府采购实施办法,1,2
纳入碳排放配额管理的企业需要履行哪些具体义务？,上海市生态环境局关于印发《上海市纳入碳排放配额管理单位名单（2019,0,
企业在碳排放配额管理方面遇到问题，应该联系谁咨询？,上海市生态环境局关于印发《上海市纳入碳排放配额管理单位名单（2019,1,5
《上海市2019年碳排放配额分配方案》的主要作用是什么？,上海市生态环境局关于印发《上海市纳入碳排放配额管理单位名单（2019,1,1
交易所需要建立哪些风险管理制度来维护碳排放交易市场的稳定？,上海市碳排放管理试行办法,1,1
第三方机构应在什么时间前提交碳排放核查报告？,上海市碳排放管理试行办法,1,1
在碳排放配额管理中，基准线法是如何确定企业未来年度碳排放配额的？,上海市碳排放管理试行办法,1,1
成套改造风貌保护更新方式中，政府投资主要用于哪些方面？,上海市规划和国土资源管理局关于印发《关于落实＜关于深化城市有机更新促进历史风貌保护工作的若干意见＞的规划土地管理实施细则》的通知,1,1
市规划国土资源部门在认定历史风貌保护项目时，需要进行哪些步骤？,上海市规划和国土资源管理局关于印发《关于落实＜关于深化城市有机更新促进历史风貌保护工作的若干意见＞的规划土地管理实施细则》的通知,1,1
境外投标人中标后，如何办理投标保证金划转至外汇资本金账户的手续？,上海市规划和自然资源局关于印发《国有建设用地使用权招标拍卖挂牌出让投标竞买外汇保证金账户管理制度》的通知(2020),1,1
上海市规划资源部门在哪些银行机构可以开立投标竞买保证金外汇专用账户？,上海市规划和自然资源局关于印发《国有建设用地使用权招标拍卖挂牌出让投标竞买外汇保证金账户管理制度》的通知(2020),1,1
投标人或竞买人出现违约情形，保证金如何处理？,上海市规划和自然资源局关于印发《国有建设用地使用权招标拍卖挂牌出让投标竞买外汇保证金账户管理制度》的通知(2020),0,
银行如何区分投标、竞买保证金的按期到账和逾期到账情况？,上海市规划和自然资源局关于国有建设用地使用权招标拍卖挂牌出让投标竞买保证金专户管理有关问题的通知,1,1
中标人或竞得人如何申请退还以人民币支付的投标或竞买保证金？,上海市规划和自然资源局关于国有建设用地使用权招标拍卖挂牌出让投标竞买保证金专户管理有关问题的通知,1,1
招标拍卖挂牌活动结束后，土地交易市场需要多久将保证金退转名单及相关文件送交市规划资源管理部门？,上海市规划和自然资源局关于国有建设用地使用权招标拍卖挂牌出让投标竞买保证金专户管理有关问题的通知,1,1
在土地交易中，如果发现不正当交易行为，应该向哪些部门举报？,上海市规划国土资源管理局关于印发《上海市土地交易市场监督管理办法》的通知,1,1
土地交易过程中，如果遇到问题，应该通过什么途径进行投诉？,上海市规划国土资源管理局关于印发《上海市土地交易市场监督管理办法》的通知,1,2
承办机构泄露竞买人名称和保证金到账情况等保密信息，会有什么后果？,上海市规划国土资源管理局关于印发《上海市土地交易市场监督管理办法》的通知,1,1
首购产品的生产企业或其委托的经销商应在哪里发布首购产品信息？,上海市财政局关于2019年度创新产品政府首购有关事项的通知,1,1
本市各级财政部门在推进创新产品政府采购政策方面有哪些职责？,上海市财政局关于2019年度创新产品政府首购有关事项的通知,1,3
采购人在签订首购产品合同时，合同中的货物及其生产企业名称需要与哪些信息一致？,上海市财政局关于2019年度创新产品政府首购有关事项的通知,1,2
首购产品的生产厂商或经销商可以在哪里发布首购产品信息？,上海市财政局关于2020年度第一批创新产品政府首购有关事项的通知,1,2
哪些产品被纳入了《2020年上海市第一批创新产品首购产品清单》？,上海市财政局关于2020年度第一批创新产品政府首购有关事项的通知,1,1
采购人在签订首购产品采购合同时，需要注意哪些事项？,上海市财政局关于2020年度第一批创新产品政府首购有关事项的通知,0,
符合订购产品条件的采购项目，可以采用哪些采购方式？,上海市财政局关于印发《上海市创新产品政府首购和订购实施办法》的通知(2017),1,1
什么是政府采购中的“订购”方式？,上海市财政局关于印发《上海市创新产品政府首购和订购实施办法》的通知(2017),1,1
政府采购工程项目中涉及货物或服务采购时，应如何执行相关法规？,上海市财政局关于印发《上海市创新产品政府首购和订购实施办法》的通知(2017),0,
法人分支机构可以独立参加政府采购活动吗？法人和其分支机构能否同时参与同一项目的采购活动？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,2
未登记的供应商可以先获取采购文件吗？需要在什么时间前完成登记手续？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
自然人能否参与上海市政府采购活动？是否需要登记入库？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
在议价过程中，如果供货商未在规定时间内做出报价回应，会怎样处理？,上海市财政局关于印发《上海市政府采购协议采购网上供货管理办法》的通知(2017),1,1
如果供货商在协议供货有效期内累计三次未响应采购人的竞价申请，会有什么后果？,上海市财政局关于印发《上海市政府采购协议采购网上供货管理办法》的通知(2017),1,1
在团购报价截止后，如何确定成交供货商及成交价格？,上海市财政局关于印发《上海市政府采购协议采购网上供货管理办法》的通知(2017),1,1
如果采购文件存在重大缺陷导致评审无法进行，评审委员会成员应该如何处理？,上海市财政局关于印发《上海市政府采购评审专家和评审工作管理办法》的通知(2018)(附：上海市政府采购评审专家工作纪律),1,1
评审委员会在处理符合性检查和客观化打分项目的争议时，应遵循什么原则？,上海市财政局关于印发《上海市政府采购评审专家和评审工作管理办法》的通知(2018)(附：上海市政府采购评审专家工作纪律),1,1
集中采购机构在考核中被发现有问题，财政部门会采取什么措施？,上海市财政局关于印发《上海市政府采购集中采购机构监督考核管理办法》的通知,1,1
财政部门在进行集中采购机构考核时需满足哪些具体要求？,上海市财政局关于印发《上海市政府采购集中采购机构监督考核管理办法》的通知,1,1
如何判断采购文件是否存在限制性和倾向性？,上海市财政局关于印发《上海市政府采购集中采购机构监督考核管理办法》的通知,0,
采购人在电子采购平台上如何提出采购委托和编写采购需求？,上海市财政局关于印发《上海市电子政府采购管理暂行办法》的通知,1,1
电子政府采购平台的使用情况由哪些部门负责监督检查？,上海市财政局关于印发《上海市电子政府采购管理暂行办法》的通知,1,1
采购人在采购首购产品时，是否需要通过政府采购信息管理平台进行采购活动？,上海市财政局关于落实政府采购创新产品首购政策有关事项的通知,1,1
采购人在签订首购产品采购合同后，需要在多长时间内登录政府采购平台录入相关信息？,上海市财政局关于落实政府采购创新产品首购政策有关事项的通知,1,1
如果某个创新产品首次投放市场并被纳入《上海市创新产品推荐目录》，采购人是否可以直接与该产品供应商签订采购合同？,上海市财政局关于落实政府采购创新产品首购政策有关事项的通知,1,1
拍卖公司在管理档案时，是否可以同时采用按拍卖会单元和按年度月度分类的方式？,不动产拍卖规程,1,3
拍卖公司在档案管理中，是否可以由多人共同管理档案而不指定专人？,不动产拍卖规程,1,3
不动产过户中的税费由谁承担？,不动产拍卖规程,1,1
在实施乡村振兴战略中，到2020年的具体目标是什么？,中共中央、国务院关于实施乡村振兴战略的意见,1,1
如何加强和改进外派监事会制度以提高监督效能？,中共中央、国务院关于深化国有企业改革的指导意见,1,4
在国有企业改革中，如何确保国有资产监管制度的成熟和完善？,中共中央、国务院关于深化国有企业改革的指导意见,1,1
在国有企业改革中，如何平衡增强企业活力和加强监管的关系？,中共中央、国务院关于深化国有企业改革的指导意见,1,1
农村集体经营性资产量化到成员的具体形式是什么？,中共中央、国务院关于稳步推进农村集体产权制度改革的意见,1,1
为了更好地管理农村集体资产，应加强哪方面的建设？,中共中央、国务院关于稳步推进农村集体产权制度改革的意见,1,1
农村集体资产具体包括哪些类型的资产？,中共中央、国务院关于稳步推进农村集体产权制度改革的意见,1,4
农民集体在土地管理中有哪些具体权利和职责？,中共中央办公厅、国务院办公厅关于完善农村土地所有权承包权经营权分置办法的意见,1,6
承包农户在流转承包地时有哪些权利？,中共中央办公厅、国务院办公厅关于完善农村土地所有权承包权经营权分置办法的意见,0,
如何防止在农村土地制度改革中出现少数人私相授受、谋取私利的现象？,中共中央办公厅、国务院办公厅关于完善农村土地所有权承包权经营权分置办法的意见,1,2
非本村集体成员流转土地时，是否需要支付额外费用？,中共中央办公厅、国务院办公厅印发《关于引导农村土地经营权有序流转发展农业适度规模经营的意见》,1,1
产粮大县的稻谷、小麦、玉米保险保费补贴比例是否会提高？,中共中央办公厅、国务院办公厅印发《关于引导农村土地经营权有序流转发展农业适度规模经营的意见》,1,5
承包地以转让方式流转时，需要满足哪些条件？,中共中央办公厅、国务院办公厅印发《关于引导农村土地经营权有序流转发展农业适度规模经营的意见》,0,
履行出资人职责的机构在报告和监督方面有哪些具体要求？,中华人民共和国企业国有资产法,1,1
履行出资人职责的机构在履行职责时，有哪些主要义务？,中华人民共和国企业国有资产法,1,1
国家出资企业如何实现民主管理？,中华人民共和国企业国有资产法,1,1
在政府采购项目中，如何确保农民和农业生产经营组织的合法权益？,中华人民共和国农业法,1,2
在农业基本建设投入方面，县级以上的财政资金应该如何安排和使用？,中华人民共和国农业法,1,1
地方政府在保护进入城镇就业的农村劳动力合法权益方面有哪些具体要求？,中华人民共和国农业法,1,1
承包方自愿交回承包地需要满足哪些条件？,中华人民共和国农村土地承包法,1,2
承包方能否自主决定将土地经营权出租或入股？需要履行什么手续？,中华人民共和国农村土地承包法,1,2
耕地承包期届满后，能否继续承包？如果能，新的承包期是多长？,中华人民共和国农村土地承包法,1,1
农村土地承包经营权证、承包合同和登记簿记载的内容是否需要一致？,中华人民共和国农村土地承包经营权证管理办法,1,1
农村土地承包经营权证的申请材料初审不符合规定时，乡（镇）人民政府应在多少个工作日内补正？,中华人民共和国农村土地承包经营权证管理办法,1,1
农村土地承包经营权证需要包含哪些具体内容？,中华人民共和国农村土地承包经营权证管理办法,1,1
当事人能否申请变更农村土地承包仲裁的开庭时间和地点？,中华人民共和国农村土地承包经营纠纷调解仲裁法,1,1
当事人申请农村土地承包经营纠纷调解时，可以采取哪些形式？,中华人民共和国农村土地承包经营纠纷调解仲裁法,1,1
涉及国家秘密、商业秘密和个人隐私的证据在开庭时如何处理？,中华人民共和国农村土地承包经营纠纷调解仲裁法,1,1
行政管理机关工作人员在处理合伙企业事务时，如果滥用职权或收受贿赂，会受到什么处罚？,中华人民共和国合伙企业法,1,1
合伙人违反合伙协议，应如何解决争议？,中华人民共和国合伙企业法,1,1
合伙人以非货币财产出资时，如何确定其价值？,中华人民共和国合伙企业法,1,1
地方人民政府在出让土地使用权用于房地产开发时，需要遵循哪些程序和批准流程？,中华人民共和国城市房地产管理法,1,1
房地产开发企业在未取得预售许可证的情况下预售商品房，会受到哪些处罚？,中华人民共和国城市房地产管理法,1,4
在什么情况下，土地使用权不得转让？,中华人民共和国城镇国有土地使用权出让和转让暂行条例,1,1
土地使用权出让需要签订什么合同？,中华人民共和国城镇国有土地使用权出让和转让暂行条例,1,1
土地使用权出让的责任主体是谁？,中华人民共和国城镇国有土地使用权出让和转让暂行条例,1,1
在拍卖过程中，委托人是否需要向拍卖人说明拍卖标的的来源和瑕疵？,中华人民共和国拍卖法,1,1
拍卖前展示拍卖标的的时间有何具体要求？,中华人民共和国拍卖法,1,4
拍卖人在接受委托时需要做哪些工作？,中华人民共和国拍卖法,1,2
采购人向不同供应商提供不同的项目信息，这种行为是否合法？,中华人民共和国政府采购法实施条例,1,2
如何判断采购人是否在规避公开招标？,中华人民共和国政府采购法实施条例,1,1
在什么情况下，采购人可以组织重新评审？,中华人民共和国政府采购法实施条例,1,4
如果建设工程中需要进行考古发掘，具体的报批流程是怎样的？,中华人民共和国文物保护法,1,1
国有不可移动文物是否可以转让或抵押？,中华人民共和国文物保护法,1,1
在文物保护项目中，财政拨款的具体使用范围有哪些限制？,中华人民共和国文物保护法,1,1
在招投标项目的执行过程中，人民检察院是否有权进行法律监督？,中华人民共和国民事诉讼法,0,
被执行人提供担保并经申请执行人同意后，人民法院可以采取什么措施？,中华人民共和国民事诉讼法,1,1
在招投标项目中，如果被执行人是一家公司并且已经注销，债务应由谁承担？,中华人民共和国民事诉讼法,1,5
在《中华人民共和国民法典》施行后，旧的合同法是否仍然适用于招投标中的合同问题？,中华人民共和国民法典,1,1
在《中华人民共和国民法典》施行后，招投标文件中的合同模板是否需要更新？,中华人民共和国民法典,1,1
如果在招投标过程中遇到合同纠纷，是否可以直接引用《中华人民共和国民法典》进行维权？,中华人民共和国民法典,0,
在招投标过程中，使用可靠的电子签名是否具有与手写签名或盖章同等的法律效力？,中华人民共和国电子签名法,1,1
在电子招投标文件中，增加背书或数据形式变化会影响其完整性吗？,中华人民共和国电子签名法,1,1
评估行业协会是否需要公开会员的信用档案信息？,中华人民共和国资产评估法,1,1
评估机构在日常运营中需要建立哪些制度和承担哪些责任？,中华人民共和国资产评估法,1,1
评估专业人员能否同时在多个评估机构从事业务？,中华人民共和国资产评估法,1,1
哪些类型的农业经营主体更容易获得信用贷款支持？,中国银保监会办公厅关于做好2020年银行业保险业服务“三农”领域重点工作的通知,1,2
金融机构在支持返乡入乡人员创新创业方面有哪些具体措施？,中国银保监会办公厅关于做好2020年银行业保险业服务“三农”领域重点工作的通知,1,1
银行业保险业在精准扶贫贷款方面有哪些具体的考核要求？,中国银保监会办公厅关于做好2020年银行业保险业服务“三农”领域重点工作的通知,1,1
中央企业责任人员未履行境外国有产权监管责任导致资产损失，将面临哪些后果？,中央企业境外国有产权管理暂行办法,1,2
中央企业内部资产重组时，转让价格如何确定？,中央企业境外国有产权管理暂行办法,1,2
中央企业进行境内国有产权向境外企业注资或转让时，需遵循哪些评估规定？,中央企业境外国有产权管理暂行办法,1,1
境外企业的年度财务报告审计应当如何进行？,中央企业境外国有资产监督管理暂行办法,1,3
中央企业对境外企业中方负责人的考核评价包括哪些内容？,中央企业境外国有资产监督管理暂行办法,1,1
财政部门对事业单位国有资产产权登记的定期检查是基于哪些信息进行的？,事业单位国有资产管理暂行办法,1,1
事业单位在进行国有资产评估时，有哪些注意事项？,事业单位国有资产管理暂行办法,1,1
事业单位及其工作人员在国有资产管理中哪些行为会被处罚？,事业单位国有资产管理暂行办法,1,1
如果信息披露期满未征集到意向受让方，转让方可以采取哪些措施？,企业国有资产交易监督管理办法,1,1
企业产权转让中，交易价款的支付方式有哪些规定？,企业国有资产交易监督管理办法,1,2
产权转让信息披露期满后，如何组织竞价？,企业国有资产交易监督管理办法,0,
国有资产监督管理机构能否干预所出资企业的日常生产经营活动？,企业国有资产监督管理暂行条例,1,1
企业国有资产监督管理暂行条例的制定目的是什么？,企业国有资产监督管理暂行条例,1,1
如果之前的行政法规与现行的招投标条例不一致，应如何处理？,企业国有资产监督管理暂行条例,0,
谁负责对企业国有资产评估进行监管？,企业国有资产评估管理暂行办法,1,1
企业国有资产评估管理工作中，档案管理和统计分析报告的具体要求是什么？,企业国有资产评估管理暂行办法,1,2
市场主体如果认为地方性法规与行政法规相抵触，应该怎么办？,优化营商环境条例,1,1
在招投标监管中，“双随机、一公开”具体是如何操作的？,优化营商环境条例,0,
在招投标过程中，如何确保监管规则和标准的公开透明？,优化营商环境条例,0,
在推进工程担保应用方面，有哪些具体措施？,住房和城乡建设部等部门关于加快推进房屋建筑和市政基础设施工程实行工程担保制度的指导意见,1,1
对于被纳入拖欠农民工工资“黑名单”的施工企业，会有哪些惩戒措施？,住房和城乡建设部等部门关于加快推进房屋建筑和市政基础设施工程实行工程担保制度的指导意见,1,1
工程担保制度中主要包含哪些类型的担保？,住房和城乡建设部等部门关于加快推进房屋建筑和市政基础设施工程实行工程担保制度的指导意见,1,1
保险公司在向中国保监会说明实际控制人情况时，需要满足哪些要求？,保险公司股权管理办法(2018),1,1
保险公司股权管理的不良记录会被记录在哪些系统中？,保险公司股权管理办法(2018),1,1
投资者在区域性股权市场内买卖证券的资金，应当存放在哪些机构？,区域性股权市场监督管理试行办法,1,1
如何确定协议出让国有土地使用权的最低价？,协议出让国有土地使用权规定,1,1
在协议出让国有土地使用权过程中，哪个部门负责与意向用地者签订出让合同？,协议出让国有土地使用权规定,1,2
国土资源行政主管部门工作人员在协议出让国有土地使用权活动中有哪些行为会被追究责任？,协议出让国有土地使用权规定,1,1
乙方在宗地范围内修建的工程，是否需要无偿移交给政府？,协议出让国有土地使用权规范（试行）,1,1
在土地使用权出让意向书中，甲方交付土地时应达到的土地条件有哪些具体要求？,协议出让国有土地使用权规范（试行）,1,1
监理单位在发现施工单位未按专项施工方案施工时，应采取哪些措施？,危险性较大的分部分项工程安全管理规定,1,1
施工单位未在施工现场显著位置公告危大工程并设置安全警示标志，会受到哪些法律处罚？,危险性较大的分部分项工程安全管理规定,1,1
危大工程发生险情或事故时，施工单位应如何处理？,危险性较大的分部分项工程安全管理规定,1,1
开标结束后，公证员需要做哪些工作来证明开标活动的合法性和真实性？,司法部关于印发《招标投标公证程序细则》的通知,1,1
在招投标过程中，如果发现招标方不具备招标资格，公证处会如何处理？,司法部关于印发《招标投标公证程序细则》的通知,1,1
开标结束后，公证员需要做哪些工作？,司法部关于印发《招标投标公证程序细则》的通知,1,1
商业银行主要股东需要履行哪些资本补充义务？,商业银行股权管理暂行办法,1,1
上级国有资产监督管理机构如何指导下级机构推进国有资本优化配置？,地方国有资产监管工作指导监督办法,1,1
上级国有资产监督管理机构在国有企业党建和维稳工作方面有哪些指导职责？,地方国有资产监管工作指导监督办法,1,1
软件和信息技术服务企业，从业人员80人，营业收入800万元，属于什么规模的企业？,工业和信息化部、国家统计局、国家发展和改革委员会、财政部关于印发中小企业划型标准规定的通知,1,1
投诉人如果提供虚假材料进行投诉，需要承担什么责任？,工程建设项目招标投标活动投诉处理办法,1,5
如果我已经对某个招投标项目提出过投诉，但结果不满意，我可以基于相同的事实和理由再次投诉吗？,工程建设项目招标投标活动投诉处理办法,1,1
如果我对行政监督部门的投诉处理决定不满意，有哪些法律途径可以救济？,工程建设项目招标投标活动投诉处理办法,1,1
招标人设定的标底在评标过程中起什么作用？,工程建设项目施工招标投标办法,1,8
全部使用国有资金投资的工程建设项目采用邀请招标时，需要经过哪些部门的批准？,工程建设项目施工招标投标办法,1,4
如果中标无效，后续的处理流程是怎样的？,工程建设项目施工招标投标办法,1,3
招标人在划分标包时，是否可以设置不合理的条件来限制潜在投标人？,工程建设项目货物招标投标办法,1,2
在评标过程中，能否更改招标文件中规定的评标标准和方法？,工程建设项目货物招标投标办法,0,
工程建设项目中，如果货物合同价格超出了批准的概算投资范围，应当如何处理？,工程建设项目货物招标投标办法,1,2
造价工程师在编制相关文件时未签字盖章，文件是否有效？,建筑工程施工发包与承包计价管理办法,1,1
招标人与中标人应依据什么价格订立合同？,建筑工程施工发包与承包计价管理办法,1,2
建筑工程设计招标必须采用公开招标吗？,建筑工程设计招标投标管理办法,1,1
境外设计单位能否参与国内建筑工程设计投标？需要满足什么条件？,建筑工程设计招标投标管理办法,1,1
